Temperatura,NivelCO2,Incendio
52.93,193.18,True
14.26,1259.39,True
41.71,569.6,False
54.28,912.28,True
21.56,293.23,True
63.16,529.7,True
77.28,3786.03,True
25.08,472.75,True
17.46,263.72,False
24.05,799.1,True
88.9,3330.71,True
35.64,271.55,False
17.41,865.22,False
57.93,933.04,True
70.72,760.38,True
77.41,307.82,True
44.79,595.59,False
11.82,10.6,False
61.28,17.65,True
42.77,154.39,True
32.21,439.41,False
68.44,356.47,True
85.18,95.46,True
25.91,462.1,False
9.86,431.13,False
19.11,221.27,False
12.38,249.81,False
26.19,611.64,False
9.14,553.12,False
28.3,4514.17,True
51.67,583.77,True
8.43,4435.14,True
12.51,195.66,False
28.64,444.36,False
9.88,264.21,False
28.85,993.77,False
18.85,656.87,False
15.75,47.7,False
21.33,448.36,False
49.65,650.85,False
46.7,944.58,False
27.42,478.85,False
16.75,777.69,False
21.63,613.18,False
46.46,473.59,False
55.61,225.06,True
14.78,10.37,False
21.79,529.92,False
13.82,535.79,False
63.72,3893.96,True
48.51,706.06,False
9.38,368.92,False
12.43,55.63,False
85.41,738.69,True
76.69,551.38,True
11.8,512.27,True
49.32,840.43,False
22.18,542.55,True
24.28,305.69,False
39.92,680.91,False
15.42,127.42,False
18.96,652.1,False
25.54,131.06,False
31.56,550.14,False
8.52,711.77,False
46.65,75.89,False
47.9,1520.04,True
55.94,530.4,True
28.36,147.96,False
27.63,4312.76,True
59.97,650.02,True
8.52,372.07,False
38.12,86.81,False
23.9,536.94,False
51.9,858.94,True
24.82,2724.32,True
32.03,478.45,False
59.01,470.67,True
19.45,917.22,False
23.89,933.91,False
44.19,2554.6,True
14.05,1068.96,True
55.91,78.09,True
12.61,0.66,False
15.29,773.65,False
28.61,191.22,False
10.97,214.6,False
36.08,495.96,False
47.34,763.58,False
13.32,1323.31,True
22.6,696.34,False
10.69,508.49,False
43.56,293.19,False
23.39,810.09,False
21.58,691.56,False
81.51,420.64,True
47.4,105.77,False
29.01,3408.21,True
82.14,16.3,True
42.96,614.47,True
83.38,549.37,True
8.18,110.7,False
19.02,584.61,False
57.3,469.43,True
12.73,933.38,False
23.76,903.67,True
16.28,391.81,False
14.48,91.93,False
23.68,114.06,False
29.88,4439.53,True
18.65,513.35,False
10.95,21.5,False
71.31,444.44,True
27.57,806.33,False
23.44,4187.27,True
20.68,403.22,False
51.5,289.99,True
88.35,327.7,True
38.19,456.07,False
46.68,85.65,False
20.97,696.55,False
84.89,465.82,True
33.89,147.59,True
47.53,916.08,False
36.42,1265.51,True
75.9,3617.79,True
86.88,392.32,True
46.12,442.08,False
20.99,102.51,False
9.31,293.21,False
80.51,761.22,True
48.55,584.49,False
10.45,125.66,True
44.4,473.72,False
77.22,386.42,True
10.91,362.38,False
41.43,141.67,False
39.99,84.75,False
60.33,96.21,True
39.1,571.62,False
44.34,2.05,False
41.79,516.2,False
59.55,273.64,True
20.01,601.53,False
43.07,691.52,False
11.31,100.8,False
12.92,447.52,False
46.67,667.19,False
20.72,2791.06,True
21.62,696.22,False
24.44,399.29,False
20.19,760.69,False
26.63,7.44,False
31.58,210.47,False
41.92,596.28,False
25.41,439.53,False
54.15,636.36,True
58.8,746.71,True
89.18,947.01,True
44.52,531.27,True
29.07,661.79,False
19.68,542.1,True
29.61,4238.13,True
43.51,848.84,False
49.64,764.05,False
46.5,962.16,False
84.44,1104.34,True
77.45,4925.05,True
49.07,54.67,False
23.5,844.02,False
10.37,208.03,False
72.58,761.52,True
14.3,439.55,False
27.66,503.35,True
61.08,903.75,True
29.08,726.55,True
55.55,4093.11,True
18.07,221.29,False
57.75,574.05,True
11.48,885.65,False
41.65,2078.81,True
12.5,88.45,True
11.25,155.98,False
12.48,1951.14,True
14.64,296.76,False
40.37,405.57,False
12.8,197.85,True
54.08,838.12,True
85.45,570.71,True
21.73,976.17,False
43.45,454.05,False
31.89,63.82,False
18.62,915.54,False
85.67,3198.96,True
38.6,387.83,False
21.67,384.02,False
34.03,507.09,True
65.56,1509.49,True
22.54,786.07,True
20.93,587.66,False
38.45,129.68,False
33.97,3712.82,True
39.29,376.7,False
43.73,562.47,False
10.45,731.26,False
18.63,463.4,True
20.52,478.07,False
29.43,479.34,False
28.64,712.86,True
46.93,486.79,False
69.93,27.98,True
31.34,438.72,False
56.97,969.63,True
16.87,551.83,False
39.92,579.65,False
10.72,494.94,True
35.9,2873.28,True
72.9,621.37,True
26.09,520.52,True
21.84,334.18,False
39.04,439.2,False
37.61,125.73,False
35.67,199.63,True
86.12,441.2,True
43.21,574.38,False
35.94,133.01,False
73.15,79.12,True
49.75,779.81,False
15.66,1484.27,True
13.72,464.49,False
19.68,1667.03,True
46.17,575.79,False
16.68,91.99,False
42.91,893.19,True
20.97,457.12,False
59.19,3327.66,True
31.9,754.31,True
84.61,404.18,True
37.93,486.74,False
22.1,3423.19,True
43.35,895.92,False
8.35,1371.48,True
82.75,898.84,True
16.3,701.6,False
33.51,3986.78,True
